icd_code;diagnose_name;description
E12.90;Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Ohne Komplikationen: Nicht als entgleist bezeichnet;Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]
E12.91;Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Ohne Komplikationen: Als entgleist bezeichnet;Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]
E13.-;Sonstiger näher bezeichneter Diabetes mellitus;Sonstiger näher bezeichneter Diabetes mellitus
E13.0-;Sonstiger näher bezeichneter Diabetes mellitus: Mit Koma;Sonstiger näher bezeichneter Diabetes mellitus
E13.01;Sonstiger näher bezeichneter Diabetes mellitus: Mit Koma: Als entgleist bezeichnet;Sonstiger näher bezeichneter Diabetes mellitus
E13.1-;Sonstiger näher bezeichneter Diabetes mellitus: Mit Ketoazidose;Sonstiger näher bezeichneter Diabetes mellitus
E13.11;Sonstiger näher bezeichneter Diabetes mellitus: Mit Ketoazidose: Als entgleist bezeichnet;Sonstiger näher bezeichneter Diabetes mellitus
E13.2-;Sonstiger näher bezeichneter Diabetes mellitus: Mit Nierenkomplikationen;Sonstiger näher bezeichneter Diabetes mellitus
E13.20;Sonstiger näher bezeichneter Diabetes mellitus: Mit Nierenkomplikationen: Nicht als entgleist bezeichnet;Sonstiger näher bezeichneter Diabetes mellitus
E13.21;Sonstiger näher bezeichneter Diabetes mellitus: Mit Nierenkomplikationen: Als entgleist bezeichnet;Sonstiger näher bezeichneter Diabetes mellitus
E13.3-;Sonstiger näher bezeichneter Diabetes mellitus: Mit Augenkomplikationen;Sonstiger näher bezeichneter Diabetes mellitus
E13.30;Sonstiger näher bezeichneter Diabetes mellitus: Mit Augenkomplikationen: Nicht als entgleist bezeichnet;Sonstiger näher bezeichneter Diabetes mellitus
E13.31;Sonstiger näher bezeichneter Diabetes mellitus: Mit Augenkomplikationen: Als entgleist bezeichnet;Sonstiger näher bezeichneter Diabetes mellitus
E13.4-;Sonstiger näher bezeichneter Diabetes mellitus: Mit neurologischen Komplikationen;Sonstiger näher bezeichneter Diabetes mellitus
E13.40;Sonstiger näher bezeichneter Diabetes mellitus: Mit neurologischen Komplikationen: Nicht als entgleist bezeichnet;Sonstiger näher bezeichneter Diabetes mellitus
E13.41;Sonstiger näher bezeichneter Diabetes mellitus: Mit neurologischen Komplikationen: Als entgleist bezeichnet;Sonstiger näher bezeichneter Diabetes mellitus
E13.5-;Sonstiger näher bezeichneter Diabetes mellitus: Mit peripheren vaskulären Komplikationen;Sonstiger näher bezeichneter Diabetes mellitus
E13.50;Sonstiger näher bezeichneter Diabetes mellitus: Mit peripheren vaskulären Komplikationen: Nicht als entgleist bezeichnet;Sonstiger näher bezeichneter Diabetes mellitus
E13.51;Sonstiger näher bezeichneter Diabetes mellitus: Mit peripheren vaskulären Komplikationen: Als entgleist bezeichnet;Sonstiger näher bezeichneter Diabetes mellitus
E13.6-;Sonstiger näher bezeichneter Diabetes mellitus: Mit sonstigen näher bezeichneten Komplikationen;Sonstiger näher bezeichneter Diabetes mellitus
E13.60;Sonstiger näher bezeichneter Diabetes mellitus: Mit sonstigen näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet;Sonstiger näher bezeichneter Diabetes mellitus
E13.61;Sonstiger näher bezeichneter Diabetes mellitus: Mit sonstigen näher bezeichneten Komplikationen: Als entgleist bezeichnet;Sonstiger näher bezeichneter Diabetes mellitus
E13.7-;Sonstiger näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen;Sonstiger näher bezeichneter Diabetes mellitus
E13.72;Sonstiger näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, nicht als entgleist bezeichnet;Sonstiger näher bezeichneter Diabetes mellitus
E13.73;Sonstiger näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, als entgleist bezeichnet;Sonstiger näher bezeichneter Diabetes mellitus
E13.74;Sonstiger näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, nicht als entgleist bezeichnet;Sonstiger näher bezeichneter Diabetes mellitus
E13.75;Sonstiger näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, als entgleist bezeichnet;Sonstiger näher bezeichneter Diabetes mellitus
E13.8-;Sonstiger näher bezeichneter Diabetes mellitus: Mit nicht näher bezeichneten Komplikationen;Sonstiger näher bezeichneter Diabetes mellitus
E13.80;Sonstiger näher bezeichneter Diabetes mellitus: Mit nicht näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet;Sonstiger näher bezeichneter Diabetes mellitus
E13.81;Sonstiger näher bezeichneter Diabetes mellitus: Mit nicht näher bezeichneten Komplikationen: Als entgleist bezeichnet;Sonstiger näher bezeichneter Diabetes mellitus
E13.9-;Sonstiger näher bezeichneter Diabetes mellitus: Ohne Komplikationen;Sonstiger näher bezeichneter Diabetes mellitus
E13.90;Sonstiger näher bezeichneter Diabetes mellitus: Ohne Komplikationen: Nicht als entgleist bezeichnet;Sonstiger näher bezeichneter Diabetes mellitus
E13.91;Sonstiger näher bezeichneter Diabetes mellitus: Ohne Komplikationen: Als entgleist bezeichnet;Sonstiger näher bezeichneter Diabetes mellitus
E14.-;Nicht näher bezeichneter Diabetes mellitus;Nicht näher bezeichneter Diabetes mellitus
E14.0-;Nicht näher bezeichneter Diabetes mellitus: Mit Koma;Nicht näher bezeichneter Diabetes mellitus
E14.01;Nicht näher bezeichneter Diabetes mellitus: Mit Koma: Als entgleist bezeichnet;Nicht näher bezeichneter Diabetes mellitus
E14.1-;Nicht näher bezeichneter Diabetes mellitus: Mit Ketoazidose;Nicht näher bezeichneter Diabetes mellitus
E14.11;Nicht näher bezeichneter Diabetes mellitus: Mit Ketoazidose: Als entgleist bezeichnet;Nicht näher bezeichneter Diabetes mellitus
E14.2-;Nicht näher bezeichneter Diabetes mellitus: Mit Nierenkomplikationen;Nicht näher bezeichneter Diabetes mellitus
E14.20;Nicht näher bezeichneter Diabetes mellitus: Mit Nierenkomplikationen: Nicht als entgleist bezeichnet;Nicht näher bezeichneter Diabetes mellitus
E14.21;Nicht näher bezeichneter Diabetes mellitus: Mit Nierenkomplikationen: Als entgleist bezeichnet;Nicht näher bezeichneter Diabetes mellitus
E14.3-;Nicht näher bezeichneter Diabetes mellitus: Mit Augenkomplikationen;Nicht näher bezeichneter Diabetes mellitus
E14.30;Nicht näher bezeichneter Diabetes mellitus: Mit Augenkomplikationen: Nicht als entgleist bezeichnet;Nicht näher bezeichneter Diabetes mellitus
E14.31;Nicht näher bezeichneter Diabetes mellitus: Mit Augenkomplikationen: Als entgleist bezeichnet;Nicht näher bezeichneter Diabetes mellitus
E14.4-;Nicht näher bezeichneter Diabetes mellitus: Mit neurologischen Komplikationen;Nicht näher bezeichneter Diabetes mellitus
E14.40;Nicht näher bezeichneter Diabetes mellitus: Mit neurologischen Komplikationen: Nicht als entgleist bezeichnet;Nicht näher bezeichneter Diabetes mellitus
E14.41;Nicht näher bezeichneter Diabetes mellitus: Mit neurologischen Komplikationen: Als entgleist bezeichnet;Nicht näher bezeichneter Diabetes mellitus
E14.5-;Nicht näher bezeichneter Diabetes mellitus: Mit peripheren vaskulären Komplikationen;Nicht näher bezeichneter Diabetes mellitus
E14.50;Nicht näher bezeichneter Diabetes mellitus: Mit peripheren vaskulären Komplikationen: Nicht als entgleist bezeichnet;Nicht näher bezeichneter Diabetes mellitus
E14.51;Nicht näher bezeichneter Diabetes mellitus: Mit peripheren vaskulären Komplikationen: Als entgleist bezeichnet;Nicht näher bezeichneter Diabetes mellitus
E14.6-;Nicht näher bezeichneter Diabetes mellitus: Mit sonstigen näher bezeichneten Komplikationen;Nicht näher bezeichneter Diabetes mellitus
E14.60;Nicht näher bezeichneter Diabetes mellitus: Mit sonstigen näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet;Nicht näher bezeichneter Diabetes mellitus
E14.61;Nicht näher bezeichneter Diabetes mellitus: Mit sonstigen näher bezeichneten Komplikationen: Als entgleist bezeichnet;Nicht näher bezeichneter Diabetes mellitus
E14.7-;Nicht näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen;Nicht näher bezeichneter Diabetes mellitus
E14.72;Nicht näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, nicht als entgleist bezeichnet;Nicht näher bezeichneter Diabetes mellitus
E14.73;Nicht näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, als entgleist bezeichnet;Nicht näher bezeichneter Diabetes mellitus
E14.74;Nicht näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, nicht als entgleist bezeichnet;Nicht näher bezeichneter Diabetes mellitus
E14.75;Nicht näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, als entgleist bezeichnet;Nicht näher bezeichneter Diabetes mellitus
E14.8-;Nicht näher bezeichneter Diabetes mellitus: Mit nicht näher bezeichneten Komplikationen;Nicht näher bezeichneter Diabetes mellitus
E14.80;Nicht näher bezeichneter Diabetes mellitus: Mit nicht näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet;Nicht näher bezeichneter Diabetes mellitus
E14.81;Nicht näher bezeichneter Diabetes mellitus: Mit nicht näher bezeichneten Komplikationen: Als entgleist bezeichnet;Nicht näher bezeichneter Diabetes mellitus
E14.9-;Nicht näher bezeichneter Diabetes mellitus: Ohne Komplikationen;Nicht näher bezeichneter Diabetes mellitus
E14.90;Nicht näher bezeichneter Diabetes mellitus: Ohne Komplikationen: Nicht als entgleist bezeichnet;Nicht näher bezeichneter Diabetes mellitus
E14.91;Nicht näher bezeichneter Diabetes mellitus: Ohne Komplikationen: Als entgleist bezeichnet;Nicht näher bezeichneter Diabetes mellitus
E15;Hypoglykämisches Koma, nichtdiabetisch;Hypoglykämisches Koma, nichtdiabetisch
E16.-;Sonstige Störungen der inneren Sekretion des Pankreas;Sonstige Störungen der inneren Sekretion des Pankreas
E16.0;Arzneimittelinduzierte Hypoglykämie ohne Koma;Sonstige Störungen der inneren Sekretion des Pankreas
E16.1;Sonstige Hypoglykämie;Sonstige Störungen der inneren Sekretion des Pankreas
E16.2;Hypoglykämie, nicht näher bezeichnet;Sonstige Störungen der inneren Sekretion des Pankreas
E16.3;Erhöhte Glukagonsekretion;Sonstige Störungen der inneren Sekretion des Pankreas
E16.4;Abnorme Gastrinsekretion;Sonstige Störungen der inneren Sekretion des Pankreas
E16.8;Sonstige näher bezeichnete Störungen der inneren Sekretion des Pankreas;Sonstige Störungen der inneren Sekretion des Pankreas
E16.9;Störung der inneren Sekretion des Pankreas, nicht näher bezeichnet;Sonstige Störungen der inneren Sekretion des Pankreas
E20.-;Hypoparathyreoidismus;Hypoparathyreoidismus
E20.0;Idiopathischer Hypoparathyreoidismus;Hypoparathyreoidismus
E20.1;Pseudohypoparathyreoidismus;Hypoparathyreoidismus
E20.8;Sonstiger Hypoparathyreoidismus;Hypoparathyreoidismus
E20.9;Hypoparathyreoidismus, nicht näher bezeichnet;Hypoparathyreoidismus
E21.-;Hyperparathyreoidismus und sonstige Krankheiten der Nebenschilddrüse;Hyperparathyreoidismus und sonstige Krankheiten der Nebenschilddrüse
E21.0;Primärer Hyperparathyreoidismus;Hyperparathyreoidismus und sonstige Krankheiten der Nebenschilddrüse
E21.1;Sekundärer Hyperparathyreoidismus, anderenorts nicht klassifiziert;Hyperparathyreoidismus und sonstige Krankheiten der Nebenschilddrüse
E21.2;Sonstiger Hyperparathyreoidismus;Hyperparathyreoidismus und sonstige Krankheiten der Nebenschilddrüse
E21.3;Hyperparathyreoidismus, nicht näher bezeichnet;Hyperparathyreoidismus und sonstige Krankheiten der Nebenschilddrüse
E21.4;Sonstige näher bezeichnete Krankheiten der Nebenschilddrüse;Hyperparathyreoidismus und sonstige Krankheiten der Nebenschilddrüse
E21.5;Krankheit der Nebenschilddrüse, nicht näher bezeichnet;Hyperparathyreoidismus und sonstige Krankheiten der Nebenschilddrüse
E22.-;Überfunktion der Hypophyse;Überfunktion der Hypophyse
E22.0;Akromegalie und hypophysärer Hochwuchs;Überfunktion der Hypophyse
E22.1;Hyperprolaktinämie;Überfunktion der Hypophyse
E22.2;Syndrom der inadäquaten Sekretion von Adiuretin;Überfunktion der Hypophyse
E22.8;Sonstige Überfunktion der Hypophyse;Überfunktion der Hypophyse
E22.9;Überfunktion der Hypophyse, nicht näher bezeichnet;Überfunktion der Hypophyse
E23.-;Unterfunktion und andere Störungen der Hypophyse;Unterfunktion und andere Störungen der Hypophyse
E23.0;Hypopituitarismus;Unterfunktion und andere Störungen der Hypophyse
E23.1;Arzneimittelinduzierter Hypopituitarismus;Unterfunktion und andere Störungen der Hypophyse
E23.2;Diabetes insipidus;Unterfunktion und andere Störungen der Hypophyse
E23.3;Hypothalamische Dysfunktion, anderenorts nicht klassifiziert;Unterfunktion und andere Störungen der Hypophyse
E23.6;Sonstige Störungen der Hypophyse;Unterfunktion und andere Störungen der Hypophyse
E23.7;Störung der Hypophyse, nicht näher bezeichnet;Unterfunktion und andere Störungen der Hypophyse
E24.-;Cushing-Syndrom;Cushing-Syndrom
E24.0;Hypophysäres Cushing-Syndrom;Cushing-Syndrom
E24.1;Nelson-Tumor;Cushing-Syndrom
E24.2;Arzneimittelinduziertes Cushing-Syndrom;Cushing-Syndrom
E24.3;Ektopisches ACTH-Syndrom;Cushing-Syndrom
E24.4;Alkoholinduziertes Pseudo-Cushing-Syndrom;Cushing-Syndrom
E24.8;Sonstiges Cushing-Syndrom;Cushing-Syndrom
E24.9;Cushing-Syndrom, nicht näher bezeichnet;Cushing-Syndrom
E25.-;Adrenogenitale Störungen;Adrenogenitale Störungen
E25.0-;Angeborene adrenogenitale Störungen in Verbindung mit Enzymmangel;Adrenogenitale Störungen
E25.00;21-Hydroxylase-Mangel [AGS Typ 3], klassische Form;Adrenogenitale Störungen
E25.01;21-Hydroxylase-Mangel [AGS Typ 3], Late-onset-Form;Adrenogenitale Störungen
E25.08;Sonstige angeborene adrenogenitale Störungen in Verbindung mit Enzymmangel;Adrenogenitale Störungen
E25.09;Angeborene adrenogenitale Störung in Verbindung mit Enzymmangel, nicht näher bezeichnet;Adrenogenitale Störungen
E25.8;Sonstige adrenogenitale Störungen;Adrenogenitale Störungen
E25.9;Adrenogenitale Störung, nicht näher bezeichnet;Adrenogenitale Störungen
E26.-;Hyperaldosteronismus;Hyperaldosteronismus
E26.0;Primärer Hyperaldosteronismus;Hyperaldosteronismus
E26.1;Sekundärer Hyperaldosteronismus;Hyperaldosteronismus
E26.8;Sonstiger Hyperaldosteronismus;Hyperaldosteronismus
E26.9;Hyperaldosteronismus, nicht näher bezeichnet;Hyperaldosteronismus
E27.-;Sonstige Krankheiten der Nebenniere;Sonstige Krankheiten der Nebenniere
E27.0;Sonstige Nebennierenrindenüberfunktion;Sonstige Krankheiten der Nebenniere
E27.1;Primäre Nebennierenrindeninsuffizienz;Sonstige Krankheiten der Nebenniere
E27.2;Addison-Krise;Sonstige Krankheiten der Nebenniere
E27.3;Arzneimittelinduzierte Nebennierenrindeninsuffizienz;Sonstige Krankheiten der Nebenniere
E27.4;Sonstige und nicht näher bezeichnete Nebennierenrindeninsuffizienz;Sonstige Krankheiten der Nebenniere
E27.5;Nebennierenmarküberfunktion;Sonstige Krankheiten der Nebenniere
E27.8;Sonstige näher bezeichnete Krankheiten der Nebenniere;Sonstige Krankheiten der Nebenniere
E27.9;Krankheit der Nebenniere, nicht näher bezeichnet;Sonstige Krankheiten der Nebenniere
E28.-;Ovarielle Dysfunktion;Ovarielle Dysfunktion
E28.0;Ovarielle Dysfunktion: Östrogenüberschuss;Ovarielle Dysfunktion
E28.1;Ovarielle Dysfunktion: Androgenüberschuss;Ovarielle Dysfunktion
E28.2;Syndrom polyzystischer Ovarien;Ovarielle Dysfunktion
E28.3;Primäre Ovarialinsuffizienz;Ovarielle Dysfunktion
E28.8;Sonstige ovarielle Dysfunktion;Ovarielle Dysfunktion
E28.9;Ovarielle Dysfunktion, nicht näher bezeichnet;Ovarielle Dysfunktion
E29.-;Testikuläre Dysfunktion;Testikuläre Dysfunktion
E29.0;Testikuläre Überfunktion;Testikuläre Dysfunktion
E29.1;Testikuläre Unterfunktion;Testikuläre Dysfunktion
E29.8;Sonstige testikuläre Dysfunktion;Testikuläre Dysfunktion
E29.9;Testikuläre Dysfunktion, nicht näher bezeichnet;Testikuläre Dysfunktion
E30.-;Pubertätsstörungen, anderenorts nicht klassifiziert;Pubertätsstörungen, anderenorts nicht klassifiziert
E30.0;Verzögerte Pubertät [Pubertas tarda];Pubertätsstörungen, anderenorts nicht klassifiziert
E30.1;Vorzeitige Pubertät [Pubertas praecox];Pubertätsstörungen, anderenorts nicht klassifiziert
E30.8;Sonstige Pubertätsstörungen;Pubertätsstörungen, anderenorts nicht klassifiziert
E30.9;Pubertätsstörung, nicht näher bezeichnet;Pubertätsstörungen, anderenorts nicht klassifiziert
E31.-;Polyglanduläre Dysfunktion;Polyglanduläre Dysfunktion
E31.0;Autoimmune polyglanduläre Insuffizienz;Polyglanduläre Dysfunktion
E31.1;Polyglanduläre Überfunktion;Polyglanduläre Dysfunktion
E31.8;Sonstige polyglanduläre Dysfunktion;Polyglanduläre Dysfunktion
E31.9;Polyglanduläre Dysfunktion, nicht näher bezeichnet;Polyglanduläre Dysfunktion
E32.-;Krankheiten des Thymus;Krankheiten des Thymus
E32.0;Persistierende Thymushyperplasie;Krankheiten des Thymus
E32.1;Abszess des Thymus;Krankheiten des Thymus
E32.8;Sonstige Krankheiten des Thymus;Krankheiten des Thymus
E32.9;Krankheit des Thymus, nicht näher bezeichnet;Krankheiten des Thymus
E34.-;Sonstige endokrine Störungen;Sonstige endokrine Störungen
E34.0;Karzinoid-Syndrom;Sonstige endokrine Störungen
E34.1;Sonstige Hypersekretion intestinaler Hormone;Sonstige endokrine Störungen
E34.2;Ektopische Hormonsekretion, anderenorts nicht klassifiziert;Sonstige endokrine Störungen
E34.3;Kleinwuchs, anderenorts nicht klassifiziert;Sonstige endokrine Störungen
E34.4;Konstitutioneller Hochwuchs;Sonstige endokrine Störungen
E34.5-;Androgenresistenz-Syndrom;Sonstige endokrine Störungen
E34.50;Partielles Androgenresistenz-Syndrom;Sonstige endokrine Störungen
E34.51;Komplettes Androgenresistenz-Syndrom;Sonstige endokrine Störungen
E34.59;Androgenresistenz-Syndrom, nicht näher bezeichnet;Sonstige endokrine Störungen
E34.8;Sonstige näher bezeichnete endokrine Störungen;Sonstige endokrine Störungen
E34.9;Endokrine Störung, nicht näher bezeichnet;Sonstige endokrine Störungen
E35.-*;Störungen der endokrinen Drüsen bei anderenorts klassifizierten Krankheiten;Störungen der endokrinen Drüsen bei anderenorts klassifizierten Krankheiten
E35.0*;Krankheiten der Schilddrüse bei anderenorts klassifizierten Krankheiten;Störungen der endokrinen Drüsen bei anderenorts klassifizierten Krankheiten
E35.1*;Krankheiten der Nebennieren bei anderenorts klassifizierten Krankheiten;Störungen der endokrinen Drüsen bei anderenorts klassifizierten Krankheiten
E35.8*;Krankheiten sonstiger endokriner Drüsen bei anderenorts klassifizierten Krankheiten;Störungen der endokrinen Drüsen bei anderenorts klassifizierten Krankheiten
